,County,num_vehicles
0,Alameda,27
1,Calaveras,2
2,Contra Costa,19
3,Fresno,5
4,Humboldt,1
5,Kern,1
6,Los Angeles,158
7,Marin,19
8,Monterey,4
9,Napa,7
10,Nevada,1
11,Orange,53
12,Out Of State,6
13,Placer,4
14,Riverside,4
15,Sacramento,6
16,San Benito,1
17,San Bernardino,1
18,San Diego,45
19,San Francisco,48
20,San Joaquin,2
21,San Luis Obispo,4
22,San Mateo,71
23,Santa Barbara,8
24,Santa Clara,146
25,Santa Cruz,11
26,Sonoma,4
27,Stanislaus,2
28,Ventura,13
