,County,num_vehicles
0,Alameda,17
1,Contra Costa,10
2,Fresno,2
3,Humboldt,1
4,Kern,1
5,Los Angeles,123
6,Marin,15
7,Monterey,1
8,Napa,3
9,Orange,29
10,Out Of State,3
11,Placer,3
12,Riverside,3
13,Sacramento,4
14,San Benito,1
15,San Bernardino,1
16,San Diego,27
17,San Francisco,24
18,San Joaquin,1
19,San Luis Obispo,1
20,San Mateo,46
21,Santa Barbara,6
22,Santa Clara,87
23,Santa Cruz,5
24,Sonoma,5
25,Stanislaus,1
26,Ventura,11
