,County,num_vehicles
0,Alameda,23
1,Calaveras,1
2,Contra Costa,15
3,Fresno,3
4,Humboldt,1
5,Kern,1
6,Los Angeles,139
7,Marin,16
8,Monterey,2
9,Napa,5
10,Orange,40
11,Out Of State,5
12,Placer,5
13,Riverside,3
14,Sacramento,5
15,San Benito,1
16,San Bernardino,1
17,San Diego,40
18,San Francisco,34
19,San Joaquin,2
20,San Luis Obispo,3
21,San Mateo,60
22,Santa Barbara,9
23,Santa Clara,118
24,Santa Cruz,7
25,Sonoma,6
26,Stanislaus,2
27,Ventura,10
